"id","sex","y_cont_qtl_snp","y_cont_qtl_mh","tbv_qtl_snp","tbv_qtl_mh"
"IND070","M",1.50284916327669,1.89953087553742,0.198852945152446,0.0260083032893846
"IND071","F",1.81651481682807,0.944037690532805,0.89065134035677,0.518668556630675
"IND072","F",0.940125114540405,-2.05872026815844,0.341445560121279,-0.714181710664962
"IND073","F",0.912367528598655,-1.63197854837657,0.646854275280071,-0.516351516694877
"IND074","M",0.0667860759991129,0.162412429546357,-0.357667151043187,-0.648090370869177
"IND075","F",-1.24230757989081,1.11082314824055,-1.43585522629304,0.376683440234018
"IND076","F",0.893442640006413,-1.15943570597234,-0.805668481170812,-0.505927579535953
"IND077","F",1.02434659252067,-0.0248443547019266,0.89065134035677,0.44126172346686
"IND078","F",-1.06131511009119,-1.16750736253085,0.198852945152446,-0.658514308028101
"IND079","M",0.0550714757761245,-1.51194707526782,-0.79835416521067,-0.561772657109381
"IND080","F",-0.895599124061043,0.420776131383471,-1.64005949134397,-0.639001815336628
"IND081","F",-0.729847324591989,-0.903611665419337,-0.649962007092531,-1.14277940227403
"IND082","F",0.0777306539305743,0.242164787043253,0.740949099276259,-0.0519002199240225
"IND083","M",-0.0710332623702777,-2.45142044064207,0.341445560121279,0.0141911198717623
"IND084","M",-1.63812613330279,0.750009308745296,-0.350352835083045,1.0287186687526
"IND085","F",0.11947046840875,-0.443900989374025,-0.649962007092531,-1.13253314005167
"IND086","M",3.69660391882671,1.33233671519557,1.88074882460821,-0.0621464821463788
"IND087","F",1.66637350016109,0.0517952520095001,0.0491507040719348,0.824447465851749
"IND088","M",1.16485486177701,0.278194957724628,-0.106555770006346,0.139143532186178
"IND089","M",0.523692859217679,2.02961167922825,1.43274749448058,0.825605172541557
"IND090","M",1.88568505641693,1.9433347998049,1.88074882460821,0.890361130710966
"IND091","F",-0.497634135847209,1.42061517784697,-1.74126394145184,0.251182585338781
"IND092","F",0.93811856609739,2.72724007932828,-0.79835416521067,1.18812562611924
"IND093","M",-0.649260324441288,1.18324107382173,-1.49746687637514,1.18830330105581
"IND094","F",1.12050287214255,0.341281592425896,0.585242625197978,0.183933538853189
"IND095","M",-0.278808757306667,0.142218147711912,-0.350352835083045,0.185091245542996
"IND096","M",0.672125198939324,1.79167189047745,0.341445560121279,1.18812562611924
"IND097","F",-1.10161562600754,-1.49665630906599,-0.79835416521067,0.0974381501568251
"IND098","F",1.68938317900612,-0.0706577798899209,-0.357667151043187,0.172618045485159
"IND099","F",-0.434566157659117,0.734478873441123,-0.357667151043187,0.195515182701921
"IND100","F",1.81859896293649,0.79761296371017,-0.79835416521067,1.17787936389688
