"id","sire","dam","generation"
"IND0105","IND0060","IND0008",3
"IND0106","IND0024","IND0051",3
"IND0107","IND0010","IND0080",3
"IND0108","IND0054","IND0107",3
"IND0109","IND0010","IND0008",3
"IND0110","IND0049","IND0014",3
"IND0111","IND0068","IND0033",3
"IND0112","IND0086","IND0006",3
"IND0113","IND0071","IND0097",3
"IND0114","IND0060","IND0024",3
"IND0115","IND0106","IND0010",3
"IND0116","IND0110","IND0104",3
"IND0117","IND0009","IND0089",3
"IND0118","IND0095","IND0095",3
"IND0119","IND0065","IND0105",3
"IND0120","IND0118","IND0090",3
"IND0121","IND0113","IND0024",3
"IND0122","IND0094","IND0055",3
"IND0123","IND0066","IND0110",3
"IND0124","IND0080","IND0070",3
"IND0125","IND0088","IND0016",3
"IND0126","IND0064","IND0052",3
"IND0127","IND0091","IND0013",3
"IND0128","IND0120","IND0122",3
"IND0129","IND0125","IND0004",3
"IND0130","IND0051","IND0062",3
"IND0131","IND0010","IND0065",3
"IND0132","IND0089","IND0040",3
"IND0133","IND0063","IND0082",3
"IND0134","IND0104","IND0106",3
"IND0135","IND0077","IND0082",3
"IND0136","IND0121","IND0029",3
"IND0137","IND0088","IND0002",3
"IND0138","IND0079","IND0014",3
"IND0139","IND0009","IND0035",3
"IND0140","IND0090","IND0061",3
"IND0141","IND0122","IND0132",3
"IND0142","IND0062","IND0045",3
"IND0143","IND0105","IND0064",3
"IND0144","IND0109","IND0010",3
"IND0145","IND0094","IND0041",3
"IND0146","IND0109","IND0082",3
"IND0147","IND0012","IND0100",3
"IND0148","IND0103","IND0001",3
"IND0149","IND0058","IND0123",3
"IND0150","IND0001","IND0049",3
"IND0151","IND0041","IND0098",4
"IND0152","IND0025","IND0149",4
"IND0153","IND0009","IND0122",4
"IND0154","IND0135","IND0079",4
"IND0155","IND0154","IND0005",4
"IND0156","IND0117","IND0101",4
"IND0157","IND0101","IND0064",4
"IND0158","IND0101","IND0123",4
"IND0159","IND0128","IND0131",4
"IND0160","IND0037","IND0155",4
"IND0161","IND0144","IND0019",4
"IND0162","IND0093","IND0003",4
"IND0163","IND0094","IND0150",4
"IND0164","IND0042","IND0115",4
"IND0165","IND0012","IND0020",4
"IND0166","IND0162","IND0054",4
"IND0167","IND0071","IND0163",4
"IND0168","IND0031","IND0076",4
"IND0169","IND0004","IND0074",4
"IND0170","IND0147","IND0044",4
"IND0171","IND0129","IND0039",4
"IND0172","IND0116","IND0137",4
"IND0173","IND0070","IND0035",4
"IND0174","IND0071","IND0103",4
"IND0175","IND0114","IND0103",4
"IND0176","IND0027","IND0035",4
"IND0177","IND0156","IND0055",4
"IND0178","IND0040","IND0081",4
"IND0179","IND0091","IND0176",4
"IND0180","IND0070","IND0135",4
"IND0181","IND0128","IND0101",4
"IND0182","IND0015","IND0020",4
"IND0183","IND0165","IND0124",4
"IND0184","IND0174","IND0180",4
"IND0185","IND0034","IND0086",4
"IND0186","IND0113","IND0040",4
"IND0187","IND0108","IND0100",4
"IND0188","IND0089","IND0026",4
"IND0189","IND0134","IND0080",4
"IND0190","IND0135","IND0036",4
"IND0191","IND0068","IND0136",4
"IND0192","IND0041","IND0007",4
"IND0193","IND0177","IND0132",4
"IND0194","IND0075","IND0073",4
"IND0195","IND0161","IND0123",4
"IND0196","IND0020","IND0176",4
"IND0197","IND0069","IND0051",4
"IND0198","IND0067","IND0194",4
"IND0199","IND0062","IND0191",4
"IND0200","IND0162","IND0148",4
