"id","sire","dam","generation"
"IND0116","IND0030","IND0008",1
"IND0117","IND0063","IND0073",1
"IND0118","IND0088","IND0052",1
"IND0119","IND0031","IND0096",1
"IND0120","IND0068","IND0082",1
"IND0121","IND0109","IND0114",1
"IND0122","IND0039","IND0027",1
"IND0123","IND0033","IND0037",1
"IND0124","IND0077","IND0003",1
"IND0125","IND0037","IND0091",1
"IND0126","IND0116","IND0089",1
"IND0127","IND0113","IND0086",1
"IND0128","IND0065","IND0073",1
"IND0129","IND0002","IND0080",1
"IND0130","IND0057","IND0111",1
"IND0131","IND0057","IND0030",1
"IND0132","IND0125","IND0055",1
"IND0133","IND0036","IND0014",1
"IND0134","IND0066","IND0123",1
"IND0135","IND0130","IND0026",1
"IND0136","IND0126","IND0029",1
"IND0137","IND0129","IND0007",1
"IND0138","IND0122","IND0045",1
"IND0139","IND0051","IND0092",1
"IND0140","IND0129","IND0103",1
"IND0141","IND0138","IND0133",1
"IND0142","IND0010","IND0072",1
"IND0143","IND0090","IND0052",1
"IND0144","IND0140","IND0052",1
"IND0145","IND0065","IND0025",1
"IND0146","IND0089","IND0135",1
"IND0147","IND0101","IND0081",1
"IND0148","IND0079","IND0057",1
"IND0149","IND0125","IND0076",1
"IND0150","IND0064","IND0019",1
"IND0151","IND0041","IND0078",1
"IND0152","IND0072","IND0030",1
"IND0153","IND0083","IND0139",1
"IND0154","IND0142","IND0153",1
"IND0155","IND0148","IND0023",1
"IND0156","IND0119","IND0017",1
"IND0157","IND0139","IND0010",1
"IND0158","IND0028","IND0092",1
"IND0159","IND0080","IND0132",1
"IND0160","IND0033","IND0023",1
"IND0161","IND0128","IND0058",1
"IND0162","IND0015","IND0153",1
"IND0163","IND0128","IND0064",1
"IND0164","IND0076","IND0034",1
"IND0165","IND0025","IND0048",1
"IND0166","IND0105","IND0046",1
"IND0167","IND0139","IND0067",1
"IND0168","IND0164","IND0008",1
"IND0169","IND0137","IND0029",1
"IND0170","IND0078","IND0062",1
"IND0171","IND0076","IND0013",1
"IND0172","IND0042","IND0170",1
"IND0173","IND0087","IND0078",1
"IND0174","IND0143","IND0099",1
"IND0175","IND0134","IND0135",1
"IND0176","IND0034","IND0117",1
"IND0177","IND0154","IND0106",1
"IND0178","IND0086","IND0010",1
"IND0179","IND0091","IND0157",1
"IND0180","IND0047","IND0153",1
"IND0181","IND0158","IND0013",1
"IND0182","IND0007","IND0181",1
"IND0183","IND0002","IND0106",1
"IND0184","IND0048","IND0074",1
"IND0185","IND0087","IND0128",1
"IND0186","IND0177","IND0090",1
"IND0187","IND0124","IND0012",1
"IND0188","IND0103","IND0171",1
"IND0189","IND0065","IND0126",1
"IND0190","IND0003","IND0045",1
"IND0191","IND0019","IND0042",1
"IND0192","IND0011","IND0060",1
"IND0193","IND0095","IND0109",1
"IND0194","IND0057","IND0044",1
"IND0195","IND0023","IND0050",1
"IND0196","IND0161","IND0048",1
"IND0197","IND0056","IND0156",1
"IND0198","IND0037","IND0145",1
"IND0199","IND0143","IND0152",1
"IND0200","IND0079","IND0158",1
"IND0201","IND0004","IND0169",1
"IND0202","IND0005","IND0132",1
"IND0203","IND0100","IND0120",1
"IND0204","IND0027","IND0175",1
"IND0205","IND0077","IND0194",1
"IND0206","IND0052","IND0065",1
"IND0207","IND0051","IND0002",1
"IND0208","IND0201","IND0084",1
"IND0209","IND0052","IND0172",1
"IND0210","IND0137","IND0197",1
"IND0211","IND0158","IND0069",1
"IND0212","IND0020","IND0074",1
"IND0213","IND0103","IND0096",1
"IND0214","IND0199","IND0212",1
"IND0215","IND0209","IND0170",1
"IND0216","IND0091","IND0068",1
"IND0217","IND0183","IND0103",1
"IND0218","IND0040","IND0024",1
"IND0219","IND0211","IND0162",1
"IND0220","IND0068","IND0189",1
"IND0221","IND0144","IND0169",1
"IND0222","IND0006","IND0162",1
"IND0223","IND0017","IND0167",1
"IND0224","IND0141","IND0123",1
"IND0225","IND0131","IND0050",1
"IND0226","IND0119","IND0087",1
"IND0227","IND0155","IND0034",1
"IND0228","IND0069","IND0191",1
"IND0229","IND0162","IND0145",1
"IND0230","IND0204","IND0157",1
"IND0231","IND0054","IND0131",1
"IND0232","IND0226","IND0064",1
"IND0233","IND0179","IND0229",1
"IND0234","IND0140","IND0005",1
"IND0235","IND0193","IND0120",1
"IND0236","IND0090","IND0140",1
"IND0237","IND0031","IND0111",1
"IND0238","IND0016","IND0154",1
"IND0239","IND0090","IND0120",1
"IND0240","IND0045","IND0137",1
"IND0241","IND0040","IND0194",1
"IND0242","IND0137","IND0159",1
"IND0243","IND0036","IND0050",1
"IND0244","IND0088","IND0062",1
"IND0245","IND0139","IND0101",1
"IND0246","IND0095","IND0010",1
"IND0247","IND0074","IND0090",1
"IND0248","IND0079","IND0176",1
"IND0249","IND0135","IND0115",1
"IND0250","IND0156","IND0192",1
"IND0251","IND0038","IND0065",2
"IND0252","IND0020","IND0027",2
"IND0253","IND0236","IND0186",2
"IND0254","IND0068","IND0184",2
"IND0255","IND0238","IND0103",2
"IND0256","IND0104","IND0084",2
"IND0257","IND0132","IND0055",2
"IND0258","IND0016","IND0136",2
"IND0259","IND0013","IND0245",2
"IND0260","IND0256","IND0032",2
"IND0261","IND0011","IND0041",2
"IND0262","IND0044","IND0117",2
"IND0263","IND0066","IND0018",2
"IND0264","IND0023","IND0149",2
"IND0265","IND0112","IND0143",2
"IND0266","IND0221","IND0182",2
"IND0267","IND0197","IND0188",2
"IND0268","IND0252","IND0180",2
"IND0269","IND0266","IND0095",2
"IND0270","IND0109","IND0067",2
"IND0271","IND0262","IND0243",2
"IND0272","IND0026","IND0119",2
"IND0273","IND0098","IND0109",2
"IND0274","IND0136","IND0040",2
"IND0275","IND0220","IND0209",2
"IND0276","IND0133","IND0182",2
"IND0277","IND0160","IND0084",2
"IND0278","IND0009","IND0133",2
"IND0279","IND0123","IND0062",2
"IND0280","IND0259","IND0163",2
"IND0281","IND0008","IND0251",2
"IND0282","IND0223","IND0185",2
"IND0283","IND0100","IND0220",2
"IND0284","IND0210","IND0106",2
"IND0285","IND0157","IND0046",2
"IND0286","IND0251","IND0066",2
"IND0287","IND0161","IND0146",2
"IND0288","IND0033","IND0012",2
"IND0289","IND0043","IND0001",2
"IND0290","IND0265","IND0134",2
"IND0291","IND0109","IND0055",2
"IND0292","IND0249","IND0223",2
"IND0293","IND0070","IND0242",2
"IND0294","IND0111","IND0175",2
"IND0295","IND0104","IND0163",2
"IND0296","IND0176","IND0089",2
"IND0297","IND0253","IND0153",2
"IND0298","IND0106","IND0053",2
"IND0299","IND0275","IND0126",2
"IND0300","IND0075","IND0294",2
"IND0301","IND0227","IND0255",2
"IND0302","IND0289","IND0170",2
"IND0303","IND0248","IND0174",2
"IND0304","IND0303","IND0288",2
"IND0305","IND0010","IND0264",2
"IND0306","IND0254","IND0256",2
"IND0307","IND0087","IND0157",2
"IND0308","IND0242","IND0208",2
"IND0309","IND0281","IND0046",2
"IND0310","IND0256","IND0048",2
"IND0311","IND0290","IND0081",2
"IND0312","IND0218","IND0080",2
"IND0313","IND0234","IND0118",2
"IND0314","IND0041","IND0084",2
"IND0315","IND0130","IND0166",2
"IND0316","IND0309","IND0120",2
"IND0317","IND0308","IND0204",2
"IND0318","IND0268","IND0040",2
"IND0319","IND0181","IND0105",2
"IND0320","IND0305","IND0074",2
"IND0321","IND0192","IND0092",2
"IND0322","IND0213","IND0151",2
"IND0323","IND0056","IND0124",2
"IND0324","IND0063","IND0184",2
"IND0325","IND0119","IND0157",2
"IND0326","IND0233","IND0110",2
"IND0327","IND0123","IND0103",2
"IND0328","IND0063","IND0078",2
"IND0329","IND0123","IND0150",2
"IND0330","IND0199","IND0093",2
"IND0331","IND0039","IND0218",2
"IND0332","IND0161","IND0063",2
"IND0333","IND0194","IND0048",2
"IND0334","IND0212","IND0269",2
"IND0335","IND0073","IND0096",2
"IND0336","IND0044","IND0331",2
"IND0337","IND0052","IND0142",2
"IND0338","IND0326","IND0148",2
"IND0339","IND0021","IND0238",2
"IND0340","IND0280","IND0287",2
"IND0341","IND0076","IND0049",2
"IND0342","IND0168","IND0277",2
"IND0343","IND0031","IND0127",2
"IND0344","IND0238","IND0160",2
"IND0345","IND0220","IND0114",2
"IND0346","IND0297","IND0067",2
"IND0347","IND0333","IND0078",2
"IND0348","IND0142","IND0330",2
"IND0349","IND0052","IND0221",2
"IND0350","IND0200","IND0113",2
"IND0351","IND0251","IND0330",2
"IND0352","IND0328","IND0157",2
"IND0353","IND0227","IND0151",2
"IND0354","IND0119","IND0304",2
"IND0355","IND0130","IND0257",2
"IND0356","IND0112","IND0273",2
"IND0357","IND0164","IND0148",2
"IND0358","IND0153","IND0085",2
"IND0359","IND0082","IND0030",2
"IND0360","IND0173","IND0059",2
"IND0361","IND0219","IND0279",2
"IND0362","IND0199","IND0191",2
"IND0363","IND0228","IND0209",2
"IND0364","IND0284","IND0124",2
"IND0365","IND0201","IND0123",2
"IND0366","IND0021","IND0285",2
"IND0367","IND0313","IND0187",2
"IND0368","IND0328","IND0139",2
"IND0369","IND0260","IND0037",2
"IND0370","IND0001","IND0317",2
"IND0371","IND0226","IND0259",2
"IND0372","IND0061","IND0260",2
"IND0373","IND0264","IND0331",2
"IND0374","IND0301","IND0136",2
"IND0375","IND0204","IND0135",2
"IND0376","IND0017","IND0261",2
"IND0377","IND0229","IND0290",2
"IND0378","IND0240","IND0103",2
"IND0379","IND0107","IND0316",2
"IND0380","IND0295","IND0171",2
"IND0381","IND0041","IND0141",2
"IND0382","IND0063","IND0266",2
"IND0383","IND0290","IND0366",2
"IND0384","IND0107","IND0030",2
"IND0385","IND0336","IND0057",2
"IND0386","IND0216","IND0067",2
"IND0387","IND0298","IND0335",2
"IND0388","IND0095","IND0276",2
"IND0389","IND0353","IND0168",2
"IND0390","IND0047","IND0377",2
"IND0391","IND0373","IND0194",2
"IND0392","IND0167","IND0129",2
"IND0393","IND0103","IND0050",2
"IND0394","IND0325","IND0376",2
"IND0395","IND0386","IND0069",2
"IND0396","IND0007","IND0159",2
"IND0397","IND0266","IND0305",2
"IND0398","IND0264","IND0089",2
"IND0399","IND0204","IND0048",2
"IND0400","IND0232","IND0112",2
"IND0401","IND0305","IND0377",2
"IND0402","IND0129","IND0250",2
"IND0403","IND0398","IND0082",2
"IND0404","IND0016","IND0369",2
"IND0405","IND0174","IND0387",2
"IND0406","IND0369","IND0002",2
"IND0407","IND0123","IND0297",2
"IND0408","IND0327","IND0010",2
"IND0409","IND0285","IND0230",2
"IND0410","IND0131","IND0232",2
"IND0411","IND0083","IND0145",2
"IND0412","IND0268","IND0276",2
"IND0413","IND0054","IND0099",2
"IND0414","IND0019","IND0378",2
"IND0415","IND0153","IND0161",2
"IND0416","IND0298","IND0087",2
"IND0417","IND0126","IND0072",2
"IND0418","IND0375","IND0126",2
"IND0419","IND0174","IND0153",2
"IND0420","IND0187","IND0100",2
"IND0421","IND0078","IND0161",2
"IND0422","IND0301","IND0112",2
"IND0423","IND0275","IND0279",2
"IND0424","IND0373","IND0116",2
"IND0425","IND0377","IND0083",2
"IND0426","IND0084","IND0063",2
"IND0427","IND0129","IND0210",2
"IND0428","IND0087","IND0394",2
"IND0429","IND0386","IND0344",2
"IND0430","IND0181","IND0199",2
"IND0431","IND0226","IND0191",2
"IND0432","IND0344","IND0081",2
"IND0433","IND0049","IND0275",2
"IND0434","IND0426","IND0150",2
"IND0435","IND0111","IND0079",2
"IND0436","IND0406","IND0180",2
"IND0437","IND0015","IND0204",2
"IND0438","IND0153","IND0298",2
"IND0439","IND0409","IND0082",2
"IND0440","IND0301","IND0041",2
"IND0441","IND0012","IND0397",2
"IND0442","IND0142","IND0437",2
"IND0443","IND0349","IND0327",2
"IND0444","IND0389","IND0293",2
"IND0445","IND0091","IND0097",2
"IND0446","IND0026","IND0351",2
"IND0447","IND0088","IND0217",2
"IND0448","IND0070","IND0077",2
"IND0449","IND0415","IND0342",2
"IND0450","IND0012","IND0396",2
"IND0451","IND0156","IND0274",2
"IND0452","IND0089","IND0202",2
"IND0453","IND0052","IND0070",2
"IND0454","IND0341","IND0176",2
"IND0455","IND0054","IND0414",2
"IND0456","IND0420","IND0223",2
"IND0457","IND0056","IND0377",2
"IND0458","IND0136","IND0079",2
"IND0459","IND0101","IND0168",2
"IND0460","IND0332","IND0019",2
"IND0461","IND0391","IND0164",2
"IND0462","IND0355","IND0101",2
"IND0463","IND0061","IND0364",2
"IND0464","IND0114","IND0415",2
"IND0465","IND0443","IND0292",2
"IND0466","IND0409","IND0274",2
"IND0467","IND0441","IND0368",2
"IND0468","IND0278","IND0388",2
"IND0469","IND0194","IND0203",2
"IND0470","IND0164","IND0321",2
"IND0471","IND0010","IND0371",2
"IND0472","IND0222","IND0203",2
"IND0473","IND0462","IND0168",2
"IND0474","IND0445","IND0177",2
"IND0475","IND0348","IND0257",2
"IND0476","IND0097","IND0319",2
"IND0477","IND0465","IND0355",2
"IND0478","IND0397","IND0280",2
"IND0479","IND0018","IND0115",2
"IND0480","IND0104","IND0136",2
"IND0481","IND0005","IND0104",2
"IND0482","IND0338","IND0227",2
"IND0483","IND0295","IND0369",2
"IND0484","IND0033","IND0017",2
"IND0485","IND0291","IND0180",2
"IND0486","IND0156","IND0014",2
"IND0487","IND0168","IND0121",2
"IND0488","IND0117","IND0152",2
"IND0489","IND0311","IND0282",2
"IND0490","IND0464","IND0251",2
"IND0491","IND0332","IND0478",2
"IND0492","IND0231","IND0132",2
"IND0493","IND0107","IND0344",2
"IND0494","IND0233","IND0006",2
"IND0495","IND0123","IND0343",2
"IND0496","IND0494","IND0198",2
"IND0497","IND0145","IND0386",2
"IND0498","IND0181","IND0202",2
"IND0499","IND0091","IND0175",2
"IND0500","IND0149","IND0042",2
"IND0501","IND0120","IND0049",3
"IND0502","IND0010","IND0026",3
"IND0503","IND0200","IND0124",3
"IND0504","IND0355","IND0412",3
"IND0505","IND0072","IND0106",3
"IND0506","IND0153","IND0170",3
"IND0507","IND0124","IND0053",3
"IND0508","IND0224","IND0309",3
"IND0509","IND0332","IND0329",3
"IND0510","IND0252","IND0343",3
"IND0511","IND0009","IND0327",3
"IND0512","IND0478","IND0490",3
"IND0513","IND0236","IND0262",3
"IND0514","IND0399","IND0323",3
"IND0515","IND0444","IND0058",3
"IND0516","IND0009","IND0078",3
"IND0517","IND0300","IND0272",3
"IND0518","IND0490","IND0100",3
"IND0519","IND0116","IND0143",3
"IND0520","IND0212","IND0423",3
"IND0521","IND0428","IND0400",3
"IND0522","IND0334","IND0414",3
"IND0523","IND0414","IND0459",3
"IND0524","IND0049","IND0148",3
"IND0525","IND0095","IND0158",3
"IND0526","IND0228","IND0357",3
"IND0527","IND0176","IND0159",3
"IND0528","IND0502","IND0340",3
"IND0529","IND0440","IND0371",3
"IND0530","IND0356","IND0504",3
"IND0531","IND0053","IND0341",3
"IND0532","IND0083","IND0278",3
"IND0533","IND0304","IND0030",3
"IND0534","IND0356","IND0308",3
"IND0535","IND0276","IND0485",3
"IND0536","IND0211","IND0033",3
"IND0537","IND0226","IND0182",3
"IND0538","IND0426","IND0455",3
"IND0539","IND0141","IND0063",3
"IND0540","IND0026","IND0112",3
"IND0541","IND0365","IND0380",3
"IND0542","IND0345","IND0199",3
"IND0543","IND0354","IND0220",3
"IND0544","IND0072","IND0155",3
"IND0545","IND0254","IND0057",3
"IND0546","IND0159","IND0040",3
"IND0547","IND0035","IND0118",3
"IND0548","IND0422","IND0300",3
"IND0549","IND0186","IND0508",3
"IND0550","IND0545","IND0083",3
"IND0551","IND0209","IND0457",3
"IND0552","IND0267","IND0416",3
"IND0553","IND0246","IND0385",3
"IND0554","IND0519","IND0055",3
"IND0555","IND0527","IND0268",3
"IND0556","IND0476","IND0262",3
"IND0557","IND0554","IND0180",3
"IND0558","IND0072","IND0395",3
"IND0559","IND0517","IND0292",3
"IND0560","IND0339","IND0375",3
"IND0561","IND0063","IND0124",3
"IND0562","IND0503","IND0111",3
"IND0563","IND0450","IND0129",3
"IND0564","IND0292","IND0389",3
"IND0565","IND0540","IND0557",3
"IND0566","IND0537","IND0294",3
"IND0567","IND0013","IND0463",3
"IND0568","IND0261","IND0442",3
"IND0569","IND0550","IND0312",3
"IND0570","IND0466","IND0432",3
"IND0571","IND0287","IND0112",3
"IND0572","IND0217","IND0378",3
"IND0573","IND0249","IND0417",3
"IND0574","IND0389","IND0176",3
"IND0575","IND0304","IND0400",3
"IND0576","IND0523","IND0223",3
"IND0577","IND0380","IND0417",3
"IND0578","IND0489","IND0130",3
"IND0579","IND0397","IND0029",3
"IND0580","IND0347","IND0267",3
"IND0581","IND0372","IND0034",3
"IND0582","IND0316","IND0147",3
"IND0583","IND0356","IND0173",3
"IND0584","IND0112","IND0562",3
"IND0585","IND0278","IND0122",3
"IND0586","IND0187","IND0490",3
"IND0587","IND0523","IND0233",3
"IND0588","IND0045","IND0559",3
"IND0589","IND0096","IND0117",3
"IND0590","IND0545","IND0202",3
"IND0591","IND0192","IND0237",3
"IND0592","IND0337","IND0269",3
"IND0593","IND0304","IND0538",3
"IND0594","IND0255","IND0360",3
"IND0595","IND0426","IND0104",3
"IND0596","IND0271","IND0461",3
"IND0597","IND0071","IND0393",3
"IND0598","IND0578","IND0041",3
"IND0599","IND0414","IND0497",3
"IND0600","IND0001","IND0296",3
"IND0601","IND0399","IND0250",3
"IND0602","IND0083","IND0286",3
"IND0603","IND0155","IND0305",3
"IND0604","IND0199","IND0247",3
"IND0605","IND0078","IND0275",3
"IND0606","IND0533","IND0569",3
"IND0607","IND0552","IND0278",3
"IND0608","IND0385","IND0119",3
"IND0609","IND0536","IND0342",3
"IND0610","IND0571","IND0462",3
"IND0611","IND0610","IND0120",3
"IND0612","IND0059","IND0339",3
"IND0613","IND0116","IND0111",3
"IND0614","IND0367","IND0126",3
"IND0615","IND0454","IND0573",3
"IND0616","IND0359","IND0424",3
"IND0617","IND0141","IND0482",3
"IND0618","IND0435","IND0045",3
"IND0619","IND0288","IND0347",3
"IND0620","IND0288","IND0508",3
"IND0621","IND0522","IND0548",3
"IND0622","IND0529","IND0545",3
"IND0623","IND0530","IND0005",3
"IND0624","IND0094","IND0090",3
"IND0625","IND0382","IND0437",3
"IND0626","IND0256","IND0195",3
"IND0627","IND0274","IND0603",3
"IND0628","IND0247","IND0124",3
"IND0629","IND0499","IND0164",3
"IND0630","IND0458","IND0526",3
"IND0631","IND0025","IND0622",3
"IND0632","IND0576","IND0573",3
"IND0633","IND0537","IND0203",3
"IND0634","IND0489","IND0176",3
"IND0635","IND0363","IND0385",3
"IND0636","IND0210","IND0283",3
"IND0637","IND0603","IND0345",3
"IND0638","IND0139","IND0248",3
"IND0639","IND0540","IND0435",3
"IND0640","IND0542","IND0188",3
"IND0641","IND0503","IND0530",3
"IND0642","IND0635","IND0012",3
"IND0643","IND0233","IND0409",3
"IND0644","IND0290","IND0208",3
"IND0645","IND0077","IND0093",3
"IND0646","IND0380","IND0106",3
"IND0647","IND0323","IND0321",3
"IND0648","IND0345","IND0009",3
"IND0649","IND0034","IND0335",3
"IND0650","IND0415","IND0351",3
"IND0651","IND0033","IND0065",3
"IND0652","IND0421","IND0635",3
"IND0653","IND0335","IND0476",3
"IND0654","IND0433","IND0303",3
"IND0655","IND0424","IND0529",3
"IND0656","IND0152","IND0255",3
"IND0657","IND0453","IND0174",3
"IND0658","IND0526","IND0592",3
"IND0659","IND0589","IND0484",3
"IND0660","IND0653","IND0348",3
"IND0661","IND0464","IND0295",3
"IND0662","IND0103","IND0262",3
"IND0663","IND0528","IND0533",3
"IND0664","IND0162","IND0475",3
"IND0665","IND0114","IND0067",3
"IND0666","IND0034","IND0479",3
"IND0667","IND0647","IND0598",3
"IND0668","IND0409","IND0293",3
"IND0669","IND0309","IND0057",3
"IND0670","IND0300","IND0271",3
"IND0671","IND0580","IND0519",3
"IND0672","IND0443","IND0021",3
"IND0673","IND0033","IND0419",3
"IND0674","IND0368","IND0081",3
"IND0675","IND0643","IND0568",3
"IND0676","IND0249","IND0578",3
"IND0677","IND0067","IND0060",3
"IND0678","IND0201","IND0387",3
"IND0679","IND0658","IND0571",3
"IND0680","IND0439","IND0412",3
"IND0681","IND0207","IND0343",3
"IND0682","IND0331","IND0298",3
"IND0683","IND0087","IND0319",3
"IND0684","IND0140","IND0557",3
"IND0685","IND0141","IND0124",3
"IND0686","IND0267","IND0569",3
"IND0687","IND0611","IND0081",3
"IND0688","IND0544","IND0648",3
"IND0689","IND0419","IND0362",3
"IND0690","IND0095","IND0679",3
"IND0691","IND0255","IND0314",3
"IND0692","IND0578","IND0440",3
"IND0693","IND0141","IND0685",3
"IND0694","IND0390","IND0516",3
"IND0695","IND0585","IND0364",3
"IND0696","IND0589","IND0385",3
"IND0697","IND0274","IND0064",3
"IND0698","IND0238","IND0228",3
"IND0699","IND0494","IND0022",3
"IND0700","IND0621","IND0173",3
"IND0701","IND0476","IND0452",3
"IND0702","IND0466","IND0530",3
"IND0703","IND0697","IND0169",3
"IND0704","IND0129","IND0437",3
"IND0705","IND0077","IND0575",3
"IND0706","IND0090","IND0617",3
"IND0707","IND0288","IND0096",3
"IND0708","IND0246","IND0425",3
"IND0709","IND0457","IND0294",3
"IND0710","IND0050","IND0100",3
"IND0711","IND0505","IND0640",3
"IND0712","IND0025","IND0655",3
"IND0713","IND0126","IND0124",3
"IND0714","IND0537","IND0240",3
"IND0715","IND0189","IND0111",3
"IND0716","IND0373","IND0697",3
"IND0717","IND0439","IND0610",3
"IND0718","IND0253","IND0053",3
"IND0719","IND0077","IND0056",3
"IND0720","IND0623","IND0384",3
"IND0721","IND0514","IND0119",3
"IND0722","IND0128","IND0472",3
"IND0723","IND0185","IND0293",3
"IND0724","IND0478","IND0199",3
"IND0725","IND0370","IND0162",3
"IND0726","IND0430","IND0103",3
"IND0727","IND0334","IND0129",3
"IND0728","IND0556","IND0282",3
"IND0729","IND0372","IND0081",3
"IND0730","IND0559","IND0466",3
"IND0731","IND0714","IND0076",3
"IND0732","IND0162","IND0108",3
"IND0733","IND0169","IND0616",3
"IND0734","IND0643","IND0318",3
"IND0735","IND0477","IND0210",3
"IND0736","IND0147","IND0270",3
"IND0737","IND0002","IND0496",3
"IND0738","IND0062","IND0512",3
"IND0739","IND0247","IND0659",3
"IND0740","IND0313","IND0687",3
"IND0741","IND0041","IND0498",3
"IND0742","IND0118","IND0166",3
"IND0743","IND0229","IND0040",3
"IND0744","IND0504","IND0600",3
"IND0745","IND0564","IND0344",3
"IND0746","IND0298","IND0322",3
"IND0747","IND0125","IND0554",3
"IND0748","IND0331","IND0594",3
"IND0749","IND0643","IND0090",3
"IND0750","IND0091","IND0475",3
"IND0751","IND0732","IND0067",4
"IND0752","IND0420","IND0519",4
"IND0753","IND0274","IND0380",4
"IND0754","IND0327","IND0043",4
"IND0755","IND0248","IND0612",4
"IND0756","IND0465","IND0486",4
"IND0757","IND0064","IND0282",4
"IND0758","IND0079","IND0418",4
"IND0759","IND0027","IND0443",4
"IND0760","IND0127","IND0372",4
"IND0761","IND0148","IND0192",4
"IND0762","IND0195","IND0167",4
"IND0763","IND0164","IND0518",4
"IND0764","IND0445","IND0328",4
"IND0765","IND0695","IND0025",4
"IND0766","IND0322","IND0094",4
"IND0767","IND0010","IND0509",4
"IND0768","IND0603","IND0562",4
"IND0769","IND0681","IND0253",4
"IND0770","IND0427","IND0190",4
"IND0771","IND0736","IND0531",4
"IND0772","IND0085","IND0117",4
"IND0773","IND0250","IND0376",4
"IND0774","IND0374","IND0002",4
"IND0775","IND0604","IND0288",4
"IND0776","IND0763","IND0064",4
"IND0777","IND0764","IND0057",4
"IND0778","IND0770","IND0689",4
"IND0779","IND0095","IND0746",4
"IND0780","IND0136","IND0612",4
"IND0781","IND0207","IND0438",4
"IND0782","IND0128","IND0086",4
"IND0783","IND0439","IND0106",4
"IND0784","IND0601","IND0088",4
"IND0785","IND0730","IND0453",4
"IND0786","IND0383","IND0456",4
"IND0787","IND0281","IND0298",4
"IND0788","IND0063","IND0306",4
"IND0789","IND0432","IND0073",4
"IND0790","IND0623","IND0520",4
"IND0791","IND0444","IND0345",4
"IND0792","IND0250","IND0228",4
"IND0793","IND0299","IND0699",4
"IND0794","IND0771","IND0296",4
"IND0795","IND0769","IND0546",4
"IND0796","IND0452","IND0791",4
"IND0797","IND0555","IND0327",4
"IND0798","IND0557","IND0367",4
